bdrc_id,en,zh,bo,bo_unicode,gender,birth,death,teachers,students,tol
P3814,Marpa Dowa Chö Kyi Wangchuk,,mar pa do ba chos kyi dbang phyug,མར་པ་དོ་བ་ཆོས་ཀྱི་དབང་ཕྱུག།,M,1042.0,1136.0,P3817|P3818|P3819|P3816|P0RK481|P8893|P4CZ15587|P2636|P3820|P3821|P3822|P3086|P3087,P3824|P3823,6192.0
P3817,Go Rub Lotsawa Tsultrim Gyalwa,,go rub lo tsA ba tshul khrims rgyal ba,གོ་རུབ་ལོ་ཙཱ་བ་ཚུལ་ཁྲིམས་རྒྱལ་བ།,M,,,,P3814,6195.0
P3819,Pra dznya raksi ta,,,,M,,,P3085,P3814|P3822,6197.0
P3822,Su Ma Ti Kir Ti,,su ma ti kIr ti,སུ་མ་ཏི་ཀཱིར་ཏི།,M,,,P3819,P3814|P3088,6201.0
P3088,Mal Lotsawa Lodrö Drakpa,,mal lo tsA ba blo gros grags pa,མལ་ལོ་ཙཱ་བ་བློ་གྲོས་གྲགས་པ།,M,,,P0RK849|P0RK343|P1582|P3973|P3822|P4CZ15307|P3411|P7231|P4CZ15126,P1615|P3730,5401.0
P0RK343,Gu Rub Rinchen Sönam,,gu rub rin chen bsod nams,གུ་རུབ་རིན་ཆེན་བསོད་ནམས།,M,,,P753,P3088,1076.0
P1582,Sherab Tsekpa,,shes rab brtsegs pa,ཤེས་རབ་བརྩེགས་པ།,M,,,P0RK474|P4CZ15204|P3087,P3088,2881.0
P4CZ15204,Silaguhyavajra,,paN+Di ta shI la ku dz+ha badz+ra,པཎྜི་ཏ་ཤཱི་ལ་ཀུ་ཛྷ་བཛྲ།,,,,,P1582,
P3087,Pam Tingpa Chung Ngak Gi Wangchuk|Kalacakrapada,,pham mthing pa gcung ngag gi dbang phyug,ཕམ་མཐིང་པ་གཅུང་ངག་གི་དབང་ཕྱུག།,M,,,P3086,P3814|P1582,5400.0
P3086,Pam Tingpa Chen Jikme Drakpa,,pham mthing pa gcen 'jigs med grags pa,ཕམ་མཐིང་པ་གཅེན་འཇིགས་མེད་གྲགས་པ།,M,,,,P3814|P3085|P3087,5399.0
P3973,,,hang du Dkar po,ཧང་དུ་ཌཀར་པོ།,M,,,,P3088,6366.0
P4CZ15307,Pandita U Topa Ti|Utobopati,,paN+Di ta U to pa ti,པཎྜི་ཏ་ཨཱུ་ཏོ་པ་ཏི།,,,,,P3088,
P3411,Yönten Tsultrim,,yon tan tshul khrims,ཡོན་ཏན་ཚུལ་ཁྲིམས།,M,,,P753,P3088,5753.0
P7231,Jé Gyang Puwa,,'jad gyang phu ba,འཇད་གྱང་ཕུ་བ།,M,,,P3459,P3088,9886.0
P3459,Rongpa Gar Gewa,,rong pa 'gar dge ba,རོང་པ་འགར་དགེ་བ།,M,,,P4104|P3379,P0RK320|P3928|P0RK306|P0RK1447|P7231,5804.0
P0RK320,Lharjé Töpa,,lha rje stod pa,ལྷ་རྗེ་སྟོད་པ།,M,,,P3459,P3929|P0RK487,1059.0
P3929,Sherab Gyalpo,,shes rab rgyal po,ཤེས་རབ་རྒྱལ་པོ།,M,,,P0RK320|P3928|P0RK488,P3930,6317.0
P3928,Lharjé Tönpa Tsultrim Pal,,lha rje ston pa tshul khrims dpal,ལྷ་རྗེ་སྟོན་པ་ཚུལ་ཁྲིམས་དཔལ།,M,,,P3459,P3929,6316.0
P0RK488,Shong Nyima Kha Dro,,shong nyi ma kha dro,ཤོང་ཉི་མ་ཁ་དྲོ།,M,,,P0RK487,P3929,1170.0
P0RK487,Teng Da Sal,,steng zla gsal,སྟེང་ཟླ་གསལ།,M,,,P0RK320,P0RK488,1169.0
P3930,Sherab Tsuktor,,shes rab gtsug tor,ཤེས་རབ་གཙུག་ཏོར།,M,,,P3929,P3931,6319.0
P3931,Lharjé Dharma Tsa Tra,,lha rje d+harma tsa kra,ལྷ་རྗེ་དྷརྨ་ཙ་ཀྲ།,M,,,P3930,P3932,6320.0
P3932,Tang Töpa Chö Kyi Ö,,thang stod pa chos kyi 'od,ཐང་སྟོད་པ་ཆོས་ཀྱི་འོད།,M,,,P3931,P0RK489|P3933,6321.0
P0RK489,Shying Chen Drakpa Pal,,zhing chen grags pa dpal,ཞིང་ཆེན་གྲགས་པ་དཔལ།,M,,,P3932,P0RK490,1171.0
P0RK490,Deshek Pal,,bde gshegs dpal,བདེ་གཤེགས་དཔལ།,M,,,P0RK489,P0RK491,1173.0
P0RK491,Lama Gompa Yeshe,,bla ma bsgom pa ye shes,བླ་མ་བསྒོམ་པ་ཡེ་ཤེས།,M,,,P0RK490,P0RK259,1174.0
P0RK259,Dönmo Ripa Drakpa Pal,,don mo ri pa grags pa dpal,དོན་མོ་རི་པ་གྲགས་པ་དཔལ།,M,,,P0RK1255|P0RK1453|P0RK322|P0RK1250|P0RK523|P3938|P3940|P2584|P1066|P0RK1500|P0RK491,P0RK410|P2584,1024.0
P0RK1255,Lok Kya,,klog skya,ཀློག་སྐྱ།,M,,,P0RK1093,P0RK259,524.0
P0RK1093,Lama Cha Gen Wanggyal,,bla ma cha rgan dbang rgyal,བླ་མ་ཆ་རྒན་དབང་རྒྱལ།,M,,,P0RK1092,P0RK1255,385.0
P0RK1092,Jamyang Shyi Tokpa,,'jam dbyangs bzhi thog pa,འཇམ་དབྱངས་བཞི་ཐོག་པ།,M,,,P0RK378,P0RK1093,384.0
P0RK378,Jamyang Khön Tön,,'jam dbyangs 'khon ston,འཇམ་དབྱངས་འཁོན་སྟོན།,M,,,P0RK377|P0RK1091,P0RK379|P0RK1092,1102.0
P0RK377,Sangye Jungwa,,sangs rgyas 'byung ba,སངས་རྒྱས་འབྱུང་བ།,M,,,P0RK376,P0RK378,1101.0
P0RK376,Jamyang Drakpa,,'jam dbyangs grags pa,འཇམ་དབྱངས་གྲགས་པ།,M,,,P0RK375,P0RK377,1100.0
P0RK375,Shyang Tön Nyima,,zhang ston nyi ma,ཞང་སྟོན་ཉི་མ།,M,,,P3640,P0RK376,1099.0
P3640,Palchen Öpo,,dpal chen 'od po,དཔལ་ཆེན་འོད་པོ།,M,1150.0,1203.0,P0RK373,P0RK375,6000.0
P0RK373,,,saM gha bha dra,སཾ་གྷ་བྷ་དྲ།,M,,,P0RK372,P3640,1098.0
P0RK372,Sherab Lama,,shes rab bla ma,ཤེས་རབ་བླ་མ།,M,,,P0RK371,P0RK373,1097.0
P0RK371,Drub Tön Gyalwa Yeshe,,sgrub ston rgyal ba ye shes,སྒྲུབ་སྟོན་རྒྱལ་བ་ཡེ་ཤེས།,M,,,P0RK370,P0RK372,1096.0
P0RK370,Jungné Zangpo,,'byung gnas bzang po,འབྱུང་གནས་བཟང་པོ།,M,,,P0RK350,P0RK371,1095.0
P0RK350,Penchen Lawa Marpo,,paN chen la ba dmar po,པཎ་ཆེན་ལ་བ་དམར་པོ།,M,,,,P0RK370,1079.0
P0RK1091,Dzinpa Rin Shé,,'dzin pa rin she,འཛིན་པ་རིན་ཤེ།,M,,,P0RK1090,P0RK378,383.0
P0RK1090,Nyen Tön Chögyal,,gnyan ston chos rgyal,གཉན་སྟོན་ཆོས་རྒྱལ།,M,,,P0RK1089,P0RK1091,382.0
P0RK1089,Ösung,,'od srung ,འོད་སྲུང་།,M,,,P0RK1088,P0RK1090,381.0
P0RK1088,Nyen Tön Rinchen Tenpa,,gnyan ston rin chen brtan pa,གཉན་སྟོན་རིན་ཆེན་བརྟན་པ།,M,,,P0RK1087,P0RK1089,380.0
P0RK1087,Jo Sé Khampa,,jo sras khams pa,ཇོ་སྲས་ཁམས་པ།,M,,,P0RK1086,P0RK1088,379.0
P0RK1086,Kyo Tön Kuché,,skyo ston sku mched,སྐྱོ་སྟོན་སྐུ་མཆེད།,M,,,P8230,P0RK1087,378.0
P8230,Kyo Ö Jung,,skyo 'od 'byung ,སྐྱོ་འོད་འབྱུང་།,M,,,,P0RK1086,10932.0
P0RK379,Rinchen Gön,,rin chen mgon,རིན་ཆེན་མགོན།,M,,,P0RK378,P0RK380,1103.0
P0RK380,Nyima Shenyen,,nyi ma bshes gnyen,ཉི་མ་བཤེས་གཉེན།,M,,,P0RK379,P0RK381,1104.0
P0RK381,Könchok Zangpo,,dkon mchog bzang po,དཀོན་མཆོག་བཟང་པོ།,M,,,P0RK380,P0RK382,1105.0
P0RK382,Jamyang Gön,,'jam dbyangs mgon,འཇམ་དབྱངས་མགོན།,M,,,P0RK381,P0RK383,1106.0
P0RK383,Jamyang Raldri,,'jam dbyangs ral gri,འཇམ་དབྱངས་རལ་གྲི།,M,,,P0RK382,P0RK384,1107.0
P0RK384,Namkha Nyingpo,,nam mkha' snying po,ནམ་མཁའ་སྙིང་པོ།,M,,,P4956|P0RK383,P0RK385,
P0RK385,Namkha Gyaltsen,,nam mkha' rgyal mtshan,ནམ་མཁའ་རྒྱལ་མཚན།,M,,,P0RK384,P0RK215|P3876,1109.0
P0RK215,Bepé Naljor Drubchen Palden Tashi,,sbas pa'i rnal 'byor grub chen dpal ldan bkra shis,སྦས་པའི་རྣལ་འབྱོར་གྲུབ་ཆེན་དཔལ་ལྡན་བཀྲ་ཤིས།,M,,,P461|P0RK385|P0RK349,P460,994.0
P0RK349,Chen Tsabpa Tsultrim Zangpo,,spyan tshab pa tshul khrims bzang po,སྤྱན་ཚབ་པ་ཚུལ་ཁྲིམས་བཟང་པོ།,M,,,P1027,P0RK215,1077.0
P1027,Sangye Rinchen,,sangs rgyas rin chen,སངས་རྒྱས་རིན་ཆེན།,M,1450.0,1524.0,P1945|P3517|P3516|P3519|P3518|P0RK788|P821|P1040|P1042|P3524|P0RK437|P3523|P3515|P1039|P3525|P1132|P3514|P3520|P1873|P1034|P3522|P3521|P1036,P0RK22|P461|P815|P783|P0RK642|P0RK746|P1694|P0RK349|P1871|P7532|P0RK607,1820.0
P1945,Changsem Lodrö Rinchen,,byang sems blo gros rin chen,བྱང་སེམས་བློ་གྲོས་རིན་ཆེན།,M,,,P0RK640,P1027|P487|P489,3280.0
P0RK640,Changsem Khachar Ba,,byang sems kha char ba,བྱང་སེམས་ཁ་ཆར་བ།,M,,,P1132,P1945|P1042,1262.0
P1042,Sönam Sengé,,bsod nams seng+ge,བསོད་ནམས་སེངྒེ།,M,1429.0,1489.0,P1040|P431|P0RK640|P3206|P1039|P1132|P1034,P2418|P5937|P5936|P0RK558|P0RK1712|P1027|P1038|P1873|P5760|P6088|P987|P489,1985.0
P431,Rong Tön Sheja Kün Rik,绒敦·歇恰衮日,rong ston shes bya kun rig,རོང་སྟོན་ཤེས་བྱ་ཀུན་རིག།,M,1367.0,1449.0,P5653|P2460|P7997|P4002,P3AG14|P396|P9444|P8525|P78|P8668|P2093|P426|P0RK787|P318|P4753|P2610|P1042|P5811|P0RK547|P1028|P1006|P1034,6735.0
P5653,Bak Tön Shyönnu Gyaltsen,,bag ston gzhon nu rgyal mtshan,བག་སྟོན་གཞོན་ནུ་རྒྱལ་མཚན།,M,,,P4846,P431,8196.0
P4846,Bak Tön Sam Zang,,bag ston bsam bzang ,བག་སྟོན་བསམ་བཟང་།,M,,,,P5653,7323.0
P4002,Sengé Gyaltsen,,seng+ge rgyal mtshan,སེངྒེ་རྒྱལ་མཚན།,M,,,P4001,P431,6400.0
P4001,Gyagar Gyaltsen,,rgya gar rgyal mtshan,རྒྱ་གར་རྒྱལ་མཚན།,M,,,P4000,P4002,6399.0
P4000,Dul Dzin Drakpa,,'dul 'dzin grags pa,འདུལ་འཛིན་གྲགས་པ།,M,,,P3999,P4001,6398.0
P3999,Yal Dingpa,,yal ldings pa,ཡལ་ལྡིངས་པ།,M,,,P1060,P4000,6394.0
P1060,Chim Namkha Drak,,mchims nam mkha' grags,མཆིམས་ནམ་མཁའ་གྲགས།,M,1210.0,1285.0,P0RK1761|P3989|P2271|P2640|P3998|P3643|P3642,P2639|P5741|P1219|P1217|P2CZ7866|P10030|P3678|P1048|P3644|P3999|P1303|P1301,2181.0
P0RK1761,Chim Tön Tsön Seng,,'chim ston brtson seng ,འཆིམ་སྟོན་བརྩོན་སེང་།,M,,,P0RK1760,P1060,942.0
P0RK1760,Chim Tön Dön Drub,,'chim ston don 'grub,འཆིམ་སྟོན་དོན་འགྲུབ།,M,,,P0RK1759,P0RK1761,941.0
P0RK1759,Marpa Jo Pen,,mar pa jo 'phan,མར་པ་ཇོ་འཕན།,M,,,P0RK1758,P0RK1760,940.0
P0RK1758,Lodrö Drak,,blo gros grags,བློ་གྲོས་གྲགས།,M,,,P0RK1757,P0RK1759,939.0
P0RK1757,Sara Hé Ra,,sa ra he ra,ས་ར་ཧེ་ར།,M,,,P4920,P0RK1758,938.0
P4920,Pandita Sa Dza Na|Sajjana,,paN+Di ta sa dza na,པཎྜི་ཏ་ས་ཛ་ན།,M,,,P7217,P4401|P0RK1757|P7230,7405.0
P4401,Shyuchen Gyi Lotsawa Ga Dor,,zhu chen gyi lo tsA ba dga' rdor,ཞུ་ཆེན་གྱི་ལོ་ཙཱ་བ་དགའ་རྡོར།,M,,,P4920,,6836.0
P7230,Jowo Té Dza Dewa,,jo bo te dza de ba,ཇོ་བོ་ཏེ་ཛ་དེ་བ།,M,,,P4920,P3709,9885.0
P3989,Mani Hung Bar|Grub thob ma ni hum 'bar,,ma Ni hUM 'bar,མ་ཎི་ཧཱུཾ་འབར།,M,,,P3988,P1060,6383.0
P3988,Dré'u Lhepa Nyemo,,"dre'u lhas pa, snye mo","དྲེའུ་ལྷས་པ,་སྙེ་མོ།",M,,,P3448,P3989,6382.0
P3448,Chil Bupa Chö Kyi Gyaltsen,,spyil bu pa chos kyi rgyal mtshan,སྤྱིལ་བུ་པ་ཆོས་ཀྱི་རྒྱལ་མཚན།,M,1121.0,1189.0,P3447,P3491|P3449|P3988,5792.0
P3447,Ché Khapa Yeshe Dorjé,,'chad kha pa ye shes rdo rje,འཆད་ཁ་པ་ཡེ་ཤེས་རྡོ་རྗེ།,M,1101.0,1175.0,P3707|P1405|P3469,P3448,5791.0
P3707,Sha Miwa Mönlam Bar,,sha mi ba smon lam 'bar,ཤ་མི་བ་སྨོན་ལམ་འབར།,M,1085.0,1171.0,P4187,P4215|P4217|P4216|P3645|P3447,6074.0
P4187,So Chung Gendün Bar,,so chung dge 'dun 'bar,སོ་ཆུང་དགེ་འདུན་འབར།,M,1062.0,1128.0,,P3707,6598.0
P4215,Ting Gangpa Sherab Tsultrim,,mthing gang pa shes rab tshul khrims,མཐིང་གང་པ་ཤེས་རབ་ཚུལ་ཁྲིམས།,M,,,P3707,,6630.0
P4217,Luk Ro Shyikpo,,lug ro zhig po,ལུག་རོ་ཞིག་པོ།,M,,,P3707,,6632.0
P4216,Mal Kawa Chenpa,,mal ka ba can pa,མལ་ཀ་བ་ཅན་པ།,M,,1211.0,P3707,P00AG02484,6631.0
P00AG02484,Gyer Gom Nyipa,,gyer sgom gnyis pa,གྱེར་སྒོམ་གཉིས་པ།,,1144.0,1204.0,P4216|P127,,5.0
P3645,Chüpa Dar Ma Tsöndrü,,'chus pa dar ma brtson 'grus,འཆུས་པ་དར་མ་བརྩོན་འགྲུས།,M,1117.0,1192.0,P3707|P3648,,6005.0
P3648,Chö Tsön,,chos brtson,ཆོས་བརྩོན།,M,,,,P3645,6008.0
P3469,Chakri Ba,,lcags ri ba,ལྕགས་རི་བ།,M,,,P3JT12624|P1322|P3445,P133|P0RK676|P3447|P0RK730,5815.0
P3JT12624,Dar Ma Kyab,,dar ma skyabs,དར་མ་སྐྱབས།,,,,P3816|P3468,P3469,
P3468,Kha Rak Gom Chung Wangchuk Lodrö,,kha rag sgom chung dbang phyug blo gros,ཁ་རག་སྒོམ་ཆུང་དབང་ཕྱུག་བློ་གྲོས།,M,,,P1322,P3JT12624,5814.0
P3445,Lang Ri Tangpa Dorjé Sengé,,glang ri thang pa rdo rje seng+ge,གླང་རི་ཐང་པ་རྡོ་རྗེ་སེངྒེ།,M,1054.0,1123.0,P1316|P3442,P3991|P3469,5789.0
P3991,Shyangshyung Pa,,zhang zhung pa,ཞང་ཞུང་པ།,M,,,P3445,P0RK726|P3976,6386.0
P0RK726,Ché Jowo,,phyas jo bo,ཕྱས་ཇོ་བོ།,M,,,P3991,P0RK727,1320.0
P0RK727,Lung Nang Khenpo,,lung nang mkhan po,ལུང་ནང་མཁན་པོ།,M,,,P0RK726,P0RK728,1321.0
P0RK728,Drak Tön Shé Rin,,brag ston shes rin,བྲག་སྟོན་ཤེས་རིན།,M,,,P0RK727,P0RK729,1322.0
P0RK729,Lobpön Shyön Sam,,slob dpon gzhon bsam,སློབ་དཔོན་གཞོན་བསམ།,M,,,P0RK728,P4526,1323.0
P4526,Dön Shyakpa Sangye Rinchen,,don zhags pa sangs rgyas rin chen,དོན་ཞགས་པ་སངས་རྒྱས་རིན་ཆེན།,M,,,P0RK693|P0RK729|P0RK739|P5501|P0RK716|P0RK701|P0RK744|P0RK711|P0RK741|P2CN11071,P0RK695|P2CN11073|P4525,6971.0
P0RK693,Khenpo Sherab Dorjé,,mkhan po shes rab rdo rje,མཁན་པོ་ཤེས་རབ་རྡོ་རྗེ།,M,,,P0RK692,P4526,1295.0
P0RK692,Khenpo Mar Tön,,mkhan po dmar ston,མཁན་པོ་དམར་སྟོན།,M,,,P0RK691,P0RK693|P0RK740,1294.0
P0RK691,Ö Jowa,,'od 'jo ba,འོད་འཇོ་བ།,M,,,P0RK690,P0RK692,1293.0
P0RK690,Lha Dro Gön,,lha 'gro mgon,ལྷ་འགྲོ་མགོན།,M,,,P3491,P0RK691,1292.0
P3491,Özer Lama,,'od zer bla ma,འོད་ཟེར་བླ་མ།,M,,,P3448,P3492|P0RK690,5840.0
P3492,Lha Dingpa Changchub Bum,,lha sdings pa byang chub 'bum,ལྷ་སྡིངས་པ་བྱང་ཆུབ་འབུམ།,M,,,P3491,P3493,5841.0
P3493,Lha Dingpa Wönpo Kün Ga Gyatso,,lha sdings pa dbon po kun dga' rgya mtsho,ལྷ་སྡིངས་པ་དབོན་པོ་ཀུན་དགའ་རྒྱ་མཚོ།,M,,,P3492,P3494|P0RK698,5842.0
P3494,Tsokpé U Dzé Yönten Pal,,tshogs pa'i dbu mdzad yon tan dpal,ཚོགས་པའི་དབུ་མཛད་ཡོན་ཏན་དཔལ།,M,,,P3493,P2133,5843.0
P2133,Khenchen Dewa Pal,,mkhan chen bde ba dpal,མཁན་ཆེན་བདེ་བ་དཔལ།,M,1231.0,1297.0,P3494|P2624,P2130|P0RK688|P0RK830|P2623,3805.0
P2624,Khenchen Changchub Palzangpo,,mkhan chen byang chub dpal bzang po,མཁན་ཆེན་བྱང་ཆུབ་དཔལ་བཟང་པོ།,M,,,P1518|P5748|P0RK777|P1056,P2133,4341.0
P5748,Sönam Dzé,,bsod nams mdzes,བསོད་ནམས་མཛེས།,M,,,P1518|P5747,P2624,8301.0
P5747,Mü Sepa,,mus srad pa,མུས་སྲད་པ།,M,,,P3779,P5748,8300.0
P0RK777,Tokden Zangmo Pa,,rtogs ldan bzang mo pa,རྟོགས་ལྡན་བཟང་མོ་པ།,M,,,P3485,P2624,1362.0
P0RK688,Khenchen Drakpa Shenyen,,mkhan chen grags pa bshes gnyen,མཁན་ཆེན་གྲགས་པ་བཤེས་གཉེན།,M,,,P2133,P0RK689,1290.0
P0RK689,Chö Lungpa Sönam Rinchen,,chos lung pa bsod nams rin chen,ཆོས་ལུང་པ་བསོད་ནམས་རིན་ཆེན།,M,,,P0RK688|P0RK771|P3963,P1943|P0RK773,1291.0
P0RK771,Sönam Özer,,bsod nams 'od zer,བསོད་ནམས་འོད་ཟེར།,M,,,P0RK770,P0RK689|P0RK1456,1356.0
P0RK770,Ga Lungpa Changchub Pal,,ga lung pa byang chub dpal,ག་ལུང་པ་བྱང་ཆུབ་དཔལ།,M,,,P0RK769|P0RK1455,P0RK771,1355.0
P0RK769,Dra Puwa Chenpo,,gra phu ba chen po,གྲ་ཕུ་བ་ཆེན་པོ།,M,,,P5298,P0RK770,1353.0
P5298,Lhopa Künkhyen Rinchen Pal,,lho pa kun mkhyen rin chen dpal,ལྷོ་པ་ཀུན་མཁྱེན་རིན་ཆེན་དཔལ།,M,,,P1518|P4007|P9998|P6145|P1056|P3852,P6777|P3829|P0RK1384|P0RK769|P3838|P3831,7812.0
P9998,Tingdzin Zangpo,,ting 'dzin bzang po,ཏིང་འཛིན་བཟང་པོ།,M,,,P4849,P5298,12837.0
P4849,Penchen Mi Ti Jnana|Smrtijnanakirti,,paN chen smri ti dz+nyA na,པཎ་ཆེན་སྨྲི་ཏི་ཛྙཱ་ན།,M,892.0,,P10022|P8893,P9998|P4088,7326.0
P10022,Khaché Drimé Bepa|Nirmalagupta,,kha che dri med sbas pa,ཁ་ཆེ་དྲི་མེད་སྦས་པ།,M,,,P10023,P4849,1556.0
P10023,Khaché Penchen Lodrö Tenpa,,kha che paN chen blo gros brtan pa,ཁ་ཆེ་པཎ་ཆེན་བློ་གྲོས་བརྟན་པ།,M,,,,P10022,1557.0
P8893,,,paN+Di ta sumati kirti,པཎྜི་ཏ་སུམཏི་ཀིརྟི།,M,,,,P4849|P3814,11649.0
P4088,Do Tön Sherab Drak,,rdo ston shes rab grags,རྡོ་སྟོན་ཤེས་རབ་གྲགས།,M,1127.0,1185.0,P4849|P3446,P4456|P2271,6491.0
P6145,Drom Shyönnu Lodrö,,'brom gzhon nu blo gros,འབྲོམ་གཞོན་ནུ་བློ་གྲོས།,M,1271.0,,P0RK766,P2CZ7866|P5298,8730.0
P0RK766,Drom Namkha Rinchen,,'brom nam mkha' rin chen,འབྲོམ་ནམ་མཁའ་རིན་ཆེན།,M,,,P0RK765,P6145|P0RK1269,1351.0
P0RK765,Tab Kawa Changchub Zangpo,,tab ka ba byang chub bzang po,ཏབ་ཀ་བ་བྱང་ཆུབ་བཟང་པོ།,M,,,P0RK764,P0RK766,1350.0
P0RK764,Shyang Tön Dar Ma Gyaltsen,,zhang ston dar ma rgyal mtshan,ཞང་སྟོན་དར་མ་རྒྱལ་མཚན།,M,,,P0RK763,P0RK765,1349.0
P0RK763,Naljorpa Rinchen Gyaltsen,,rnal 'byor pa rin chen rgyal mtshan,རྣལ་འབྱོར་པ་རིན་ཆེན་རྒྱལ་མཚན།,M,,,P405|P0RK762,P0RK764,1348.0
P405,Puchungwa Shyönnu Gyaltsen,,phu chung ba gzhon nu rgyal mtshan,ཕུ་ཆུང་བ་གཞོན་ནུ་རྒྱལ་མཚན།,M,1031.0,1106.0,P0RK760,P0RK763|P0RK762,6452.0
P0RK760,Ngari Pa Sherab Gyaltsen,,mnga' ris pa shes rab rgyal mtshan,མངའ་རིས་པ་ཤེས་རབ་རྒྱལ་མཚན།,M,,,P3389,P405,1346.0
P3389,Ngok Lo Chung Lekpé Sherab,,rngog lo chung legs pa'i shes rab,རྔོག་ལོ་ཆུང་ལེགས་པའི་ཤེས་རབ།,M,,,P2557|P3379|P753,P3419|P3390|P3418|P0RK760,5728.0
P3419,Chödrak,,chos grags,ཆོས་གྲགས།,M,,,P3389,P3420,5761.0
P3420,Tak Tsal Dong Ngön Bu Tön,,stag tshal gdong sngon sbu ston,སྟག་ཚལ་གདོང་སྔོན་སྦུ་སྟོན།,M,,,P3419|P3390,P3421,5762.0
P3390,Sum Tön Yé Bar Yeshe Barwa,,sum ston ye 'bar ye shes 'bar ba,སུམ་སྟོན་ཡེ་འབར་ཡེ་ཤེས་འབར་བ།,M,,,P3418|P3389,P7162|P3391|P3420,5730.0
P3418,Gyang Ro Pel Mar,,rgyang ro spel dmar,རྒྱང་རོ་སྤེལ་དམར།,M,,,P3389,P3390,5760.0
P7162,Or Tön Lhawang,,'or ston lha dbang ,འོར་སྟོན་ལྷ་དབང་།,M,,,P3390,P7163,9809.0
P7163,Or Tön Sangye Bar,,'or ston sangs rgyas 'bar,འོར་སྟོན་སངས་རྒྱས་འབར།,M,,,P7162,P3827,9810.0
P3827,Nyang Tingdzin Zangpo,,myang ting 'dzin bzang po,མྱང་ཏིང་འཛིན་བཟང་པོ།,M,,,P4236|P3816|P0RK37|P7163|P5011,P3828|P2JM145|P7164,6205.0
P4236,Pal Gyi Sengé,,dpal gyi seng+ge,དཔལ་གྱི་སེངྒེ།,M,,,P0RK1218|P4956,P3827,6653.0
P0RK1218,,,chim ston shAkya pra bha,ཆིམ་སྟོན་ཤཱཀྱ་པྲ་བྷ།,M,,,P4CZ10564,P4236,491.0
P0RK37,Lobpön Changchub Zangpo|Acarya bodhibhadra,,slob dpon byang chub bzang po,སློབ་དཔོན་བྱང་ཆུབ་བཟང་པོ།,M,,,P4CZ10568,P3827,1094.0
P3828,Lhopa Tamché Khyenpa,,lho pa thams cad mkhyen pa,ལྷོ་པ་ཐམས་ཅད་མཁྱེན་པ།,M,,,P3827|P3852,P6777|P3829|P3838,6206.0
P3852,So Dzamling Gyen,,so 'dzam gling rgyan,སོ་འཛམ་གླིང་རྒྱན།,M,,,P3851,P3828|P5298,6233.0
P3851,So Tam Ché Khyenpa,,so Thams cad mkhyen pa,སོ་ཋམས་ཅད་མཁྱེན་པ།,M,,,P3849,P3852,6232.0
P3849,Tengpa Lotsawa Tsultrim Jungné,,steng pa lo tsA ba tshul khrims 'byung gnas,སྟེང་པ་ལོ་ཙཱ་བ་ཚུལ་ཁྲིམས་འབྱུང་གནས།,M,1107.0,1190.0,P4CZ15239|P5169|P3850|P3465,P4440|P3851|P3465,6229.0
P4CZ15239,Pandita A Lamka Ké La Sha|Alamkakalasa,,paN+Di ta a lam ka ke la sha,པཎྜི་ཏ་ཨ་ལམ་ཀ་ཀེ་ལ་ཤ།,,,,,P3849,
P5169,Tsa Mi Sangye Drakpa,,tsa mi sangs rgyas grags pa,ཙ་མི་སངས་རྒྱས་གྲགས་པ།,M,,,P4004,P8158|P3849,7675.0
P8158,Trewo Sherab Pal,,kre bo shes rab dpal,ཀྲེ་བོ་ཤེས་རབ་དཔལ།,M,,,P5169,,10855.0
P3850,,,pu Nye shrI,པུ་ཎྱེ་ཤྲཱི།,M,,,,P3849,6231.0
P3465,Dro Lungpa Lodrö Jungné,,gro lung pa blo gros 'byung gnas,གྲོ་ལུང་པ་བློ་གྲོས་འབྱུང་གནས།,M,,,P3849|P2551|P3379,P1404|P3849,5811.0
P4440,Chak Lotsawa Gelong Drachom,,chag lo tsA ba dge slong dgra bcom,ཆག་ལོ་ཙཱ་བ་དགེ་སློང་དགྲ་བཅོམ།,M,1153.0,1216.0,P3849,P1AG8,6879.0
P1AG8,Drubtob Tsang Shyikpa,,grub thob gtsang zhig pa,གྲུབ་ཐོབ་གཙང་ཞིག་པ།,,,,P15|P16|P1518|P4440,,13435.0
